split,seed,target_train_size,mol_id,split_role
scaffold,22,3000,2803,train
scaffold,22,3000,8469,train
scaffold,22,3000,11263,train
scaffold,22,3000,10617,train
scaffold,22,3000,6785,train
scaffold,22,3000,11074,train
scaffold,22,3000,14401,train
scaffold,22,3000,4836,train
scaffold,22,3000,4856,train
scaffold,22,3000,3199,train
scaffold,22,3000,10774,train
scaffold,22,3000,11625,train
scaffold,22,3000,3205,train
scaffold,22,3000,12385,train
scaffold,22,3000,12534,train
scaffold,22,3000,4132,train
scaffold,22,3000,1979,train
scaffold,22,3000,8658,train
scaffold,22,3000,9267,train
scaffold,22,3000,11346,train
scaffold,22,3000,8780,train
scaffold,22,3000,14499,train
scaffold,22,3000,1443,train
scaffold,22,3000,6210,train
scaffold,22,3000,9272,train
scaffold,22,3000,7357,train
scaffold,22,3000,2807,train
scaffold,22,3000,4743,train
scaffold,22,3000,898,train
scaffold,22,3000,11161,train
scaffold,22,3000,14673,train
scaffold,22,3000,13821,train
scaffold,22,3000,13729,train
scaffold,22,3000,2322,train
scaffold,22,3000,9679,train
scaffold,22,3000,11895,train
scaffold,22,3000,10233,train
scaffold,22,3000,12114,train
scaffold,22,3000,9763,train
scaffold,22,3000,14560,train
scaffold,22,3000,12095,train
scaffold,22,3000,14891,train
scaffold,22,3000,205,train
scaffold,22,3000,3635,train
scaffold,22,3000,1370,train
scaffold,22,3000,9121,train
scaffold,22,3000,360,train
scaffold,22,3000,5394,train
scaffold,22,3000,12720,train
scaffold,22,3000,13059,train
scaffold,22,3000,3358,train
scaffold,22,3000,568,train
scaffold,22,3000,1004,train
scaffold,22,3000,13376,train
scaffold,22,3000,11868,train
scaffold,22,3000,10907,train
scaffold,22,3000,2844,train
scaffold,22,3000,1723,train
scaffold,22,3000,14165,train
scaffold,22,3000,6821,train
scaffold,22,3000,995,train
scaffold,22,3000,9760,train
scaffold,22,3000,14559,train
scaffold,22,3000,6022,train
scaffold,22,3000,6691,train
scaffold,22,3000,2012,train
scaffold,22,3000,2950,train
scaffold,22,3000,9361,train
scaffold,22,3000,3146,train
scaffold,22,3000,2790,train
scaffold,22,3000,1328,train
scaffold,22,3000,10653,train
scaffold,22,3000,2326,train
scaffold,22,3000,7003,train
scaffold,22,3000,13390,train
scaffold,22,3000,13064,train
scaffold,22,3000,8131,train
scaffold,22,3000,12207,train
scaffold,22,3000,11064,train
scaffold,22,3000,9354,train
scaffold,22,3000,5620,train
scaffold,22,3000,13539,train
scaffold,22,3000,5492,train
scaffold,22,3000,1664,train
scaffold,22,3000,10290,train
scaffold,22,3000,10522,train
scaffold,22,3000,14085,train
scaffold,22,3000,12452,train
scaffold,22,3000,4024,train
scaffold,22,3000,11411,train
scaffold,22,3000,11795,train
scaffold,22,3000,9081,train
scaffold,22,3000,15049,train
scaffold,22,3000,14591,train
scaffold,22,3000,4060,train
scaffold,22,3000,834,train
scaffold,22,3000,2596,train
scaffold,22,3000,12794,train
scaffold,22,3000,4376,train
scaffold,22,3000,7594,train
scaffold,22,3000,6588,train
scaffold,22,3000,9908,train
scaffold,22,3000,12820,train
scaffold,22,3000,539,train
scaffold,22,3000,4895,train
scaffold,22,3000,12935,train
scaffold,22,3000,1786,train
scaffold,22,3000,2534,train
scaffold,22,3000,812,train
scaffold,22,3000,4533,train
scaffold,22,3000,10005,train
scaffold,22,3000,9712,train
scaffold,22,3000,2089,train
scaffold,22,3000,1737,train
scaffold,22,3000,10167,train
scaffold,22,3000,11946,train
scaffold,22,3000,4649,train
scaffold,22,3000,7627,train
scaffold,22,3000,9298,train
scaffold,22,3000,6687,train
scaffold,22,3000,8656,train
scaffold,22,3000,300,train
scaffold,22,3000,14736,train
scaffold,22,3000,9688,train
scaffold,22,3000,11880,train
scaffold,22,3000,6996,train
scaffold,22,3000,11282,train
scaffold,22,3000,13823,train
scaffold,22,3000,9435,train
scaffold,22,3000,6331,train
scaffold,22,3000,12117,train
scaffold,22,3000,6408,train
scaffold,22,3000,4902,train
scaffold,22,3000,1992,train
scaffold,22,3000,14388,train
scaffold,22,3000,10685,train
scaffold,22,3000,247,train
scaffold,22,3000,10793,train
scaffold,22,3000,13549,train
scaffold,22,3000,9766,train
scaffold,22,3000,93,train
scaffold,22,3000,11804,train
scaffold,22,3000,4174,train
scaffold,22,3000,10554,train
scaffold,22,3000,13680,train
scaffold,22,3000,2306,train
scaffold,22,3000,3694,train
scaffold,22,3000,7807,train
scaffold,22,3000,6297,train
scaffold,22,3000,12624,train
scaffold,22,3000,8370,train
scaffold,22,3000,11874,train
scaffold,22,3000,2906,train
scaffold,22,3000,2882,train
scaffold,22,3000,10934,train
scaffold,22,3000,11442,train
scaffold,22,3000,1491,train
scaffold,22,3000,1120,train
scaffold,22,3000,9295,train
scaffold,22,3000,8816,train
scaffold,22,3000,10320,train
scaffold,22,3000,14664,train
scaffold,22,3000,11342,train
scaffold,22,3000,12872,train
scaffold,22,3000,15186,train
scaffold,22,3000,10026,train
scaffold,22,3000,6734,train
scaffold,22,3000,9281,train
scaffold,22,3000,9546,train
scaffold,22,3000,7693,train
scaffold,22,3000,2928,train
scaffold,22,3000,7471,train
scaffold,22,3000,8959,train
scaffold,22,3000,11428,train
scaffold,22,3000,194,train
scaffold,22,3000,2841,train
scaffold,22,3000,3040,train
scaffold,22,3000,6902,train
scaffold,22,3000,8040,train
scaffold,22,3000,11105,train
scaffold,22,3000,1985,train
scaffold,22,3000,8031,train
scaffold,22,3000,6827,train
scaffold,22,3000,837,train
scaffold,22,3000,1025,train
scaffold,22,3000,9804,train
scaffold,22,3000,12891,train
scaffold,22,3000,12419,train
scaffold,22,3000,8740,train
scaffold,22,3000,8716,train
scaffold,22,3000,8838,train
scaffold,22,3000,882,train
scaffold,22,3000,10353,train
scaffold,22,3000,6980,train
scaffold,22,3000,10014,train
scaffold,22,3000,9492,train
scaffold,22,3000,12887,train
scaffold,22,3000,7254,train
scaffold,22,3000,8675,train
scaffold,22,3000,8468,train
scaffold,22,3000,8907,train
scaffold,22,3000,6974,train
scaffold,22,3000,8427,train
scaffold,22,3000,10074,train
scaffold,22,3000,2138,train
scaffold,22,3000,11830,train
scaffold,22,3000,12434,train
scaffold,22,3000,10789,train
scaffold,22,3000,6031,train
scaffold,22,3000,1392,train
scaffold,22,3000,9561,train
scaffold,22,3000,2817,train
scaffold,22,3000,7844,train
scaffold,22,3000,11284,train
scaffold,22,3000,10240,train
scaffold,22,3000,9649,train
scaffold,22,3000,11716,train
scaffold,22,3000,2859,train
scaffold,22,3000,10574,train
scaffold,22,3000,6327,train
scaffold,22,3000,11846,train
scaffold,22,3000,10428,train
scaffold,22,3000,656,train
scaffold,22,3000,9914,train
scaffold,22,3000,9350,train
scaffold,22,3000,8035,train
scaffold,22,3000,12943,train
scaffold,22,3000,8446,train
scaffold,22,3000,12171,train
scaffold,22,3000,11561,train
scaffold,22,3000,3075,train
scaffold,22,3000,6915,train
scaffold,22,3000,7515,train
scaffold,22,3000,6344,train
scaffold,22,3000,10262,train
scaffold,22,3000,13263,train
scaffold,22,3000,1458,train
scaffold,22,3000,658,train
scaffold,22,3000,6365,train
scaffold,22,3000,5333,train
scaffold,22,3000,3334,train
scaffold,22,3000,2751,train
scaffold,22,3000,9301,train
scaffold,22,3000,12279,train
scaffold,22,3000,8349,train
scaffold,22,3000,4373,train
scaffold,22,3000,15114,train
scaffold,22,3000,11194,train
scaffold,22,3000,6533,train
scaffold,22,3000,13114,train
scaffold,22,3000,9390,train
scaffold,22,3000,8039,train
scaffold,22,3000,13593,train
scaffold,22,3000,2304,train
scaffold,22,3000,9411,train
scaffold,22,3000,12692,train
scaffold,22,3000,9765,train
scaffold,22,3000,2962,train
scaffold,22,3000,8043,train
scaffold,22,3000,6039,train
scaffold,22,3000,619,train
scaffold,22,3000,9459,train
scaffold,22,3000,8241,train
scaffold,22,3000,8565,train
scaffold,22,3000,6757,train
scaffold,22,3000,6364,train
scaffold,22,3000,6698,train
scaffold,22,3000,3162,train
scaffold,22,3000,1310,train
scaffold,22,3000,11931,train
scaffold,22,3000,7386,train
scaffold,22,3000,9724,train
scaffold,22,3000,6959,train
scaffold,22,3000,4898,train
scaffold,22,3000,8024,train
scaffold,22,3000,4476,train
scaffold,22,3000,11536,train
scaffold,22,3000,773,train
scaffold,22,3000,9750,train
scaffold,22,3000,1912,train
scaffold,22,3000,6264,train
scaffold,22,3000,9456,train
scaffold,22,3000,3907,train
scaffold,22,3000,2182,train
scaffold,22,3000,14811,train
