split,seed,target_train_size,mol_id,split_role
scaffold,22,1000,2803,train
scaffold,22,1000,8469,train
scaffold,22,1000,11263,train
scaffold,22,1000,10617,train
scaffold,22,1000,6785,train
scaffold,22,1000,11074,train
scaffold,22,1000,14401,train
scaffold,22,1000,4836,train
scaffold,22,1000,4856,train
scaffold,22,1000,3199,train
scaffold,22,1000,10774,train
scaffold,22,1000,11625,train
scaffold,22,1000,3205,train
scaffold,22,1000,12385,train
scaffold,22,1000,12534,train
scaffold,22,1000,4132,train
scaffold,22,1000,1979,train
scaffold,22,1000,8658,train
scaffold,22,1000,9267,train
scaffold,22,1000,11346,train
scaffold,22,1000,8780,train
scaffold,22,1000,14499,train
scaffold,22,1000,1443,train
scaffold,22,1000,6210,train
scaffold,22,1000,9272,train
scaffold,22,1000,7357,train
scaffold,22,1000,2807,train
scaffold,22,1000,4743,train
scaffold,22,1000,898,train
scaffold,22,1000,11161,train
scaffold,22,1000,14673,train
scaffold,22,1000,13821,train
scaffold,22,1000,13729,train
scaffold,22,1000,2322,train
scaffold,22,1000,9679,train
scaffold,22,1000,11895,train
scaffold,22,1000,10233,train
scaffold,22,1000,12114,train
scaffold,22,1000,9763,train
scaffold,22,1000,14560,train
scaffold,22,1000,12095,train
scaffold,22,1000,14891,train
scaffold,22,1000,205,train
scaffold,22,1000,3635,train
scaffold,22,1000,1370,train
scaffold,22,1000,9121,train
scaffold,22,1000,360,train
scaffold,22,1000,5394,train
scaffold,22,1000,12720,train
scaffold,22,1000,13059,train
scaffold,22,1000,3358,train
scaffold,22,1000,568,train
scaffold,22,1000,1004,train
scaffold,22,1000,13376,train
scaffold,22,1000,11868,train
scaffold,22,1000,10907,train
scaffold,22,1000,2844,train
scaffold,22,1000,1723,train
scaffold,22,1000,14165,train
scaffold,22,1000,6821,train
scaffold,22,1000,995,train
scaffold,22,1000,9760,train
scaffold,22,1000,14559,train
scaffold,22,1000,6022,train
scaffold,22,1000,6691,train
scaffold,22,1000,2012,train
scaffold,22,1000,2950,train
scaffold,22,1000,9361,train
scaffold,22,1000,3146,train
scaffold,22,1000,2790,train
scaffold,22,1000,1328,train
scaffold,22,1000,10653,train
scaffold,22,1000,2326,train
scaffold,22,1000,7003,train
scaffold,22,1000,13390,train
scaffold,22,1000,13064,train
scaffold,22,1000,8131,train
scaffold,22,1000,12207,train
scaffold,22,1000,11064,train
scaffold,22,1000,9354,train
scaffold,22,1000,5620,train
scaffold,22,1000,13539,train
scaffold,22,1000,5492,train
scaffold,22,1000,1664,train
scaffold,22,1000,10290,train
scaffold,22,1000,10522,train
scaffold,22,1000,14085,train
scaffold,22,1000,12452,train
scaffold,22,1000,4024,train
scaffold,22,1000,11411,train
scaffold,22,1000,11795,train
scaffold,22,1000,9081,train
scaffold,22,1000,15049,train
scaffold,22,1000,14591,train
scaffold,22,1000,4060,train
scaffold,22,1000,834,train
scaffold,22,1000,2596,train
scaffold,22,1000,12794,train
scaffold,22,1000,4376,train
scaffold,22,1000,7594,train
scaffold,22,1000,6588,train
scaffold,22,1000,9908,train
scaffold,22,1000,12820,train
scaffold,22,1000,539,train
scaffold,22,1000,4895,train
scaffold,22,1000,12935,train
scaffold,22,1000,1786,train
scaffold,22,1000,2534,train
scaffold,22,1000,812,train
scaffold,22,1000,4533,train
scaffold,22,1000,10005,train
