split,seed,target_train_size,mol_id,split_role
scaffold,44,3000,5889,train
scaffold,44,3000,1460,train
scaffold,44,3000,1310,train
scaffold,44,3000,3255,train
scaffold,44,3000,7729,train
scaffold,44,3000,11307,train
scaffold,44,3000,10825,train
scaffold,44,3000,14369,train
scaffold,44,3000,9043,train
scaffold,44,3000,6582,train
scaffold,44,3000,2553,train
scaffold,44,3000,14293,train
scaffold,44,3000,6862,train
scaffold,44,3000,10704,train
scaffold,44,3000,6562,train
scaffold,44,3000,1472,train
scaffold,44,3000,7063,train
scaffold,44,3000,6245,train
scaffold,44,3000,728,train
scaffold,44,3000,2894,train
scaffold,44,3000,9919,train
scaffold,44,3000,11851,train
scaffold,44,3000,15036,train
scaffold,44,3000,712,train
scaffold,44,3000,2812,train
scaffold,44,3000,10678,train
scaffold,44,3000,8788,train
scaffold,44,3000,8914,train
scaffold,44,3000,9079,train
scaffold,44,3000,12065,train
scaffold,44,3000,13237,train
scaffold,44,3000,10193,train
scaffold,44,3000,4468,train
scaffold,44,3000,2262,train
scaffold,44,3000,3809,train
scaffold,44,3000,8529,train
scaffold,44,3000,1754,train
scaffold,44,3000,1394,train
scaffold,44,3000,5024,train
scaffold,44,3000,2499,train
scaffold,44,3000,6633,train
scaffold,44,3000,1006,train
scaffold,44,3000,10567,train
scaffold,44,3000,4927,train
scaffold,44,3000,3277,train
scaffold,44,3000,1184,train
scaffold,44,3000,2083,train
scaffold,44,3000,12166,train
scaffold,44,3000,1083,train
scaffold,44,3000,2755,train
scaffold,44,3000,7973,train
scaffold,44,3000,1170,train
scaffold,44,3000,850,train
scaffold,44,3000,7284,train
scaffold,44,3000,12030,train
scaffold,44,3000,11501,train
scaffold,44,3000,6542,train
scaffold,44,3000,4469,train
scaffold,44,3000,6446,train
scaffold,44,3000,8261,train
scaffold,44,3000,13356,train
scaffold,44,3000,2156,train
scaffold,44,3000,5100,train
scaffold,44,3000,4126,train
scaffold,44,3000,7083,train
scaffold,44,3000,8465,train
scaffold,44,3000,13083,train
scaffold,44,3000,8890,train
scaffold,44,3000,3774,train
scaffold,44,3000,2353,train
scaffold,44,3000,7326,train
scaffold,44,3000,11429,train
scaffold,44,3000,6110,train
scaffold,44,3000,6020,train
scaffold,44,3000,13321,train
scaffold,44,3000,9768,train
scaffold,44,3000,12420,train
scaffold,44,3000,4667,train
scaffold,44,3000,12059,train
scaffold,44,3000,3955,train
scaffold,44,3000,12120,train
scaffold,44,3000,3485,train
scaffold,44,3000,4116,train
scaffold,44,3000,2985,train
scaffold,44,3000,6921,train
scaffold,44,3000,727,train
scaffold,44,3000,7610,train
scaffold,44,3000,12813,train
scaffold,44,3000,7767,train
scaffold,44,3000,11991,train
scaffold,44,3000,10425,train
scaffold,44,3000,3989,train
scaffold,44,3000,5438,train
scaffold,44,3000,3688,train
scaffold,44,3000,7673,train
scaffold,44,3000,11463,train
scaffold,44,3000,14159,train
scaffold,44,3000,3444,train
scaffold,44,3000,2016,train
scaffold,44,3000,2907,train
scaffold,44,3000,8276,train
scaffold,44,3000,6849,train
scaffold,44,3000,6837,train
scaffold,44,3000,9298,train
scaffold,44,3000,6380,train
scaffold,44,3000,9673,train
scaffold,44,3000,2854,train
scaffold,44,3000,13168,train
scaffold,44,3000,4946,train
scaffold,44,3000,13716,train
scaffold,44,3000,1849,train
scaffold,44,3000,11782,train
scaffold,44,3000,7030,train
scaffold,44,3000,12827,train
scaffold,44,3000,3851,train
scaffold,44,3000,9545,train
scaffold,44,3000,13146,train
scaffold,44,3000,8710,train
scaffold,44,3000,7483,train
scaffold,44,3000,1459,train
scaffold,44,3000,11200,train
scaffold,44,3000,3707,train
scaffold,44,3000,10963,train
scaffold,44,3000,13071,train
scaffold,44,3000,4623,train
scaffold,44,3000,13326,train
scaffold,44,3000,388,train
scaffold,44,3000,8696,train
scaffold,44,3000,1221,train
scaffold,44,3000,1353,train
scaffold,44,3000,3248,train
scaffold,44,3000,6786,train
scaffold,44,3000,11434,train
scaffold,44,3000,14090,train
scaffold,44,3000,8656,train
scaffold,44,3000,2708,train
scaffold,44,3000,7034,train
scaffold,44,3000,6584,train
scaffold,44,3000,6442,train
scaffold,44,3000,1369,train
scaffold,44,3000,10146,train
scaffold,44,3000,8973,train
scaffold,44,3000,11801,train
scaffold,44,3000,922,train
scaffold,44,3000,10027,train
scaffold,44,3000,2641,train
scaffold,44,3000,3861,train
scaffold,44,3000,12761,train
scaffold,44,3000,14403,train
scaffold,44,3000,12004,train
scaffold,44,3000,9967,train
scaffold,44,3000,4716,train
scaffold,44,3000,10910,train
scaffold,44,3000,8699,train
scaffold,44,3000,10375,train
scaffold,44,3000,7328,train
scaffold,44,3000,5848,train
scaffold,44,3000,11882,train
scaffold,44,3000,13059,train
scaffold,44,3000,11323,train
scaffold,44,3000,13040,train
scaffold,44,3000,10076,train
scaffold,44,3000,2975,train
scaffold,44,3000,14741,train
scaffold,44,3000,8882,train
scaffold,44,3000,10576,train
scaffold,44,3000,2397,train
scaffold,44,3000,10046,train
scaffold,44,3000,12646,train
scaffold,44,3000,7965,train
scaffold,44,3000,10816,train
scaffold,44,3000,9419,train
scaffold,44,3000,4201,train
scaffold,44,3000,3029,train
scaffold,44,3000,14429,train
scaffold,44,3000,1944,train
scaffold,44,3000,6302,train
scaffold,44,3000,13206,train
scaffold,44,3000,1527,train
scaffold,44,3000,3544,train
scaffold,44,3000,1354,train
scaffold,44,3000,15184,train
scaffold,44,3000,11806,train
scaffold,44,3000,1173,train
scaffold,44,3000,10321,train
scaffold,44,3000,11634,train
scaffold,44,3000,1531,train
scaffold,44,3000,10387,train
scaffold,44,3000,13740,train
scaffold,44,3000,7069,train
scaffold,44,3000,8664,train
scaffold,44,3000,11878,train
scaffold,44,3000,8176,train
scaffold,44,3000,8034,train
scaffold,44,3000,6155,train
scaffold,44,3000,11389,train
scaffold,44,3000,11423,train
scaffold,44,3000,7672,train
scaffold,44,3000,6565,train
scaffold,44,3000,13976,train
scaffold,44,3000,9962,train
scaffold,44,3000,2136,train
scaffold,44,3000,13336,train
scaffold,44,3000,13173,train
scaffold,44,3000,3035,train
scaffold,44,3000,12126,train
scaffold,44,3000,545,train
scaffold,44,3000,4408,train
scaffold,44,3000,8228,train
scaffold,44,3000,6350,train
scaffold,44,3000,7139,train
scaffold,44,3000,3008,train
scaffold,44,3000,11540,train
scaffold,44,3000,10235,train
scaffold,44,3000,6794,train
scaffold,44,3000,13977,train
scaffold,44,3000,397,train
scaffold,44,3000,13853,train
scaffold,44,3000,10032,train
scaffold,44,3000,14228,train
scaffold,44,3000,3517,train
scaffold,44,3000,12149,train
scaffold,44,3000,10782,train
scaffold,44,3000,8657,train
scaffold,44,3000,2545,train
scaffold,44,3000,653,train
scaffold,44,3000,12973,train
scaffold,44,3000,5691,train
scaffold,44,3000,1707,train
scaffold,44,3000,8505,train
scaffold,44,3000,3271,train
scaffold,44,3000,2388,train
scaffold,44,3000,7070,train
scaffold,44,3000,12526,train
