split,seed,target_train_size,mol_id,split_role
random,55,10000,5135,train
random,55,10000,832,train
random,55,10000,10088,train
random,55,10000,9393,train
random,55,10000,4109,train
random,55,10000,15023,train
random,55,10000,9844,train
random,55,10000,4197,train
random,55,10000,6306,train
random,55,10000,5885,train
random,55,10000,7456,train
random,55,10000,13542,train
random,55,10000,10696,train
random,55,10000,2722,train
random,55,10000,9290,train
random,55,10000,8321,train
random,55,10000,5852,train
random,55,10000,10759,train
random,55,10000,11562,train
random,55,10000,4611,train
random,55,10000,10716,train
random,55,10000,10301,train
random,55,10000,3745,train
random,55,10000,6345,train
random,55,10000,9777,train
random,55,10000,11209,train
random,55,10000,9889,train
random,55,10000,9982,train
random,55,10000,400,train
random,55,10000,12246,train
random,55,10000,9315,train
random,55,10000,8229,train
random,55,10000,4093,train
random,55,10000,7626,train
random,55,10000,7302,train
random,55,10000,13464,train
random,55,10000,1204,train
random,55,10000,14915,train
random,55,10000,1764,train
random,55,10000,9633,train
random,55,10000,730,train
random,55,10000,15129,train
random,55,10000,466,train
random,55,10000,1254,train
random,55,10000,13666,train
random,55,10000,11578,train
random,55,10000,10629,train
random,55,10000,8716,train
random,55,10000,7632,train
random,55,10000,1734,train
random,55,10000,4464,train
random,55,10000,299,train
random,55,10000,12838,train
random,55,10000,9956,train
random,55,10000,1364,train
random,55,10000,5428,train
random,55,10000,7631,train
random,55,10000,3571,train
random,55,10000,2982,train
random,55,10000,5515,train
random,55,10000,5155,train
random,55,10000,1985,train
random,55,10000,13842,train
random,55,10000,4163,train
random,55,10000,9150,train
random,55,10000,14502,train
random,55,10000,8358,train
random,55,10000,1588,train
random,55,10000,222,train
random,55,10000,8639,train
random,55,10000,9682,train
random,55,10000,2750,train
random,55,10000,7777,train
random,55,10000,747,train
random,55,10000,14376,train
random,55,10000,6257,train
random,55,10000,10152,train
random,55,10000,8231,train
random,55,10000,5152,train
random,55,10000,6004,train
random,55,10000,5546,train
random,55,10000,1792,train
random,55,10000,12463,train
random,55,10000,10011,train
random,55,10000,2415,train
random,55,10000,7205,train
random,55,10000,13104,train
random,55,10000,6886,train
random,55,10000,1551,train
random,55,10000,2670,train
random,55,10000,2839,train
random,55,10000,4484,train
random,55,10000,8943,train
random,55,10000,12072,train
random,55,10000,12296,train
random,55,10000,3333,train
random,55,10000,9814,train
random,55,10000,9514,train
random,55,10000,92,train
random,55,10000,2492,train
random,55,10000,2379,train
random,55,10000,10158,train
random,55,10000,14444,train
random,55,10000,8858,train
random,55,10000,3853,train
random,55,10000,1818,train
random,55,10000,9157,train
random,55,10000,10388,train
random,55,10000,126,train
random,55,10000,9398,train
random,55,10000,13305,train
random,55,10000,6052,train
random,55,10000,3181,train
random,55,10000,10251,train
random,55,10000,5492,train
random,55,10000,3727,train
random,55,10000,10867,train
random,55,10000,9848,train
random,55,10000,12784,train
random,55,10000,13499,train
random,55,10000,13457,train
random,55,10000,4752,train
random,55,10000,1614,train
random,55,10000,7457,train
random,55,10000,3661,train
random,55,10000,8468,train
random,55,10000,13234,train
random,55,10000,11015,train
random,55,10000,5265,train
random,55,10000,698,train
random,55,10000,6910,train
random,55,10000,7062,train
random,55,10000,6284,train
random,55,10000,13402,train
random,55,10000,12732,train
random,55,10000,4446,train
random,55,10000,1625,train
random,55,10000,9159,train
random,55,10000,14902,train
random,55,10000,1502,train
random,55,10000,13309,train
random,55,10000,14145,train
random,55,10000,11347,train
random,55,10000,4096,train
random,55,10000,5915,train
random,55,10000,7038,train
random,55,10000,1032,train
random,55,10000,13210,train
random,55,10000,7930,train
random,55,10000,4920,train
random,55,10000,14867,train
random,55,10000,12733,train
random,55,10000,851,train
random,55,10000,10308,train
random,55,10000,8146,train
random,55,10000,8789,train
random,55,10000,1585,train
random,55,10000,10492,train
random,55,10000,11360,train
random,55,10000,11161,train
random,55,10000,3531,train
random,55,10000,11268,train
random,55,10000,6174,train
random,55,10000,9992,train
random,55,10000,1543,train
random,55,10000,1519,train
random,55,10000,10601,train
random,55,10000,2667,train
random,55,10000,14289,train
random,55,10000,7060,train
random,55,10000,887,train
random,55,10000,14279,train
random,55,10000,10621,train
random,55,10000,496,train
random,55,10000,985,train
random,55,10000,4595,train
random,55,10000,5807,train
random,55,10000,6902,train
random,55,10000,13050,train
random,55,10000,2426,train
random,55,10000,13263,train
random,55,10000,13620,train
random,55,10000,6433,train
random,55,10000,8180,train
random,55,10000,14090,train
random,55,10000,8320,train
random,55,10000,442,train
random,55,10000,1889,train
random,55,10000,14408,train
random,55,10000,2196,train
random,55,10000,11468,train
random,55,10000,7448,train
random,55,10000,465,train
random,55,10000,5318,train
random,55,10000,7845,train
random,55,10000,6112,train
random,55,10000,11196,train
random,55,10000,11980,train
random,55,10000,10739,train
random,55,10000,4365,train
random,55,10000,11567,train
random,55,10000,648,train
random,55,10000,6360,train
random,55,10000,6651,train
random,55,10000,2173,train
random,55,10000,3122,train
random,55,10000,2548,train
random,55,10000,10897,train
random,55,10000,10604,train
random,55,10000,2480,train
random,55,10000,10637,train
random,55,10000,9481,train
random,55,10000,11684,train
random,55,10000,4329,train
random,55,10000,8249,train
random,55,10000,5681,train
random,55,10000,5832,train
random,55,10000,11479,train
random,55,10000,13844,train
random,55,10000,1953,train
random,55,10000,644,train
random,55,10000,7140,train
random,55,10000,393,train
random,55,10000,14812,train
random,55,10000,2157,train
random,55,10000,4657,train
random,55,10000,1021,train
random,55,10000,1793,train
random,55,10000,14162,train
random,55,10000,7095,train
random,55,10000,3217,train
random,55,10000,13196,train
random,55,10000,11799,train
random,55,10000,14223,train
random,55,10000,7503,train
random,55,10000,3399,train
random,55,10000,6648,train
random,55,10000,500,train
random,55,10000,1011,train
random,55,10000,9140,train
random,55,10000,5730,train
random,55,10000,2872,train
random,55,10000,11310,train
random,55,10000,13120,train
random,55,10000,3519,train
random,55,10000,765,train
random,55,10000,4836,train
random,55,10000,6188,train
random,55,10000,581,train
random,55,10000,10583,train
random,55,10000,5961,train
random,55,10000,2226,train
random,55,10000,84,train
random,55,10000,10368,train
random,55,10000,11902,train
random,55,10000,4413,train
random,55,10000,9979,train
random,55,10000,3933,train
random,55,10000,4548,train
random,55,10000,9631,train
random,55,10000,8625,train
random,55,10000,14678,train
random,55,10000,14875,train
random,55,10000,2680,train
random,55,10000,9266,train
random,55,10000,9476,train
random,55,10000,11393,train
random,55,10000,14541,train
random,55,10000,4798,train
random,55,10000,1954,train
random,55,10000,1750,train
random,55,10000,12780,train
random,55,10000,13392,train
random,55,10000,7318,train
random,55,10000,9603,train
random,55,10000,3711,train
random,55,10000,11824,train
random,55,10000,4301,train
random,55,10000,4209,train
random,55,10000,11284,train
random,55,10000,187,train
random,55,10000,10461,train
random,55,10000,8314,train
random,55,10000,11997,train
random,55,10000,3438,train
random,55,10000,2406,train
random,55,10000,10445,train
random,55,10000,11982,train
random,55,10000,4083,train
random,55,10000,2603,train
random,55,10000,9302,train
random,55,10000,14570,train
random,55,10000,9583,train
random,55,10000,622,train
random,55,10000,7803,train
random,55,10000,4955,train
random,55,10000,6471,train
random,55,10000,6380,train
random,55,10000,10371,train
random,55,10000,267,train
random,55,10000,7384,train
random,55,10000,1439,train
random,55,10000,13000,train
random,55,10000,8793,train
random,55,10000,13265,train
random,55,10000,12693,train
random,55,10000,8705,train
random,55,10000,7985,train
random,55,10000,6273,train
random,55,10000,39,train
random,55,10000,3196,train
random,55,10000,8272,train
random,55,10000,11395,train
random,55,10000,3752,train
random,55,10000,2608,train
random,55,10000,3373,train
random,55,10000,3475,train
random,55,10000,11600,train
